dump_name,breach_date,record_count,info,source
Speedtrader Database,2017-01-01,115878,speedtrader.com,9Ghz.com
Leaked Reality Database,2022-01-01,114583,leakedreality.com,9Ghz.com
114K COMBOLIST Indonesia UHQ NEW BY LORD ALI.txt,2023-02-13,114471,,9Ghz.com
PTV Telecom Database,2023-09-01,113522,ptvtelecom.com,9Ghz.com
Realcoding Database,2021-05-01,113090,realcoding.net,9Ghz.com
Guntrader,2021-07-17,112031,guntrader.uk,9Ghz.com
Upstox,2021-04-08,111002,upstox.com,9Ghz.com
CityBee,2021-02-05,110156,citybee.lt,9Ghz.com
RBX.Exchange Database,2018-05-01,109903,rbx.exchange,9Ghz.com
NewseaSIMS 2016,2016-06-01,109211,newseasims.com,9Ghz.com
Amart Furniture,2022-05-16,108940,amartfurniture.com.au,9Ghz.com
9lives.be,2014-10-01,107552,9lives.be,9Ghz.com
carcareplan.com,2025-01-08,107360,carcareplan.com,9Ghz.com
iuTruyenTranh MangaXY,2017-12-01,106984,mangaxy.com,9Ghz.com
SilabGarza Database,2012-07-01,105360,silabgarza.net,9Ghz.com
Adopt Me Trading Values,2022-07-01,104746,adoptmetradingvalues.com,9Ghz.com
Bitmain Database,2018-01-01,102095,bitmain.com,9Ghz.com
RealDudesInc Database,2022-10-01,101938,realdudesinc.com,9Ghz.com
dangdang.com,2011-04-01,101826,dangdang.com,9Ghz.com
xarakiri.ru,2022-09-14,101549,xarakiri.ru,9Ghz.com
ebookingsystems.com.au,2023-01-01,101373,ebookingsystems.com.au,9Ghz.com
pingan.com,2020-01-01,100790,pingan.com,9Ghz.com
China Movie Website,2024-07-30,100713,movie.douban.com,9Ghz.com
medlife.com (sample),2025-01-03,100001,medlife.com,9Ghz.com
ArtNow Database,2022-01-01,98934,artnow.ru,9Ghz.com
CTARS,2021-05-21,98131,ctars.com.au,9Ghz.com
BellTreeForums Database,2016-01-01,97633,belltreeforums.com,9Ghz.com
Reward the Fan Database,2021-05-01,96577,rewardthefan.com,9Ghz.com
WooStudy,2025-01-05,94792,woostudy.com,9Ghz.com
GetPaidTo Database,2019-07-01,92807,getpaidto.com,9Ghz.com
138gsm.ru,2019-02-18,91674,138gsm.ru,9Ghz.com
SirHurt,2021-04-23,90655,sirhurt.net,9Ghz.com
GameGrin Database,2018-10-01,90423,gamegrin.com,9Ghz.com
Age of Wushu Database,2015-03-01,90349,ageofwushu.com,9Ghz.com
GiveSendGo,2022-02-07,89966,givesendgo.com,9Ghz.com
infragard.org,2022-10-18,87760,infragard.org,9Ghz.com
CaterOT Database,2017-01-01,87339,caterot.com,9Ghz.com
rouesecours24.fr,2023-05-24,86598,rouesecours24.fr,9Ghz.com
Godaddy,2021-01-01,86488,godaddy.com,9Ghz.com
ArtificialAiming Database,2012-01-01,86190,artificialaiming.net,9Ghz.com
Mascot Database,2022-06-01,85782,getmascot.app,9Ghz.com
LOL Hentai Database,2021-01-01,84675,lolhentai.net,9Ghz.com
Shell Database,2024-05-28,84161,shell.com,9Ghz.com
Battlefy,2016-01-11,83610,battlefy.com,9Ghz.com
coding-talk.com,2023-03-02,82954,coding-talk.com,9Ghz.com
RecklessPk Database,2015-04-01,82012,recklesspk.com,9Ghz.com
Have Fun Teaching Database,2021-08-01,79642,havefunteaching.com,9Ghz.com
Boesner Database,2019-03-01,78570,boesner.fr,9Ghz.com
Facebook Marketplace Database,2024-02-01,77267,facebook.com,9Ghz.com
Toumei Database,2023-10-01,76682,toumei.co.jp,9Ghz.com
Fortnite Porn Database,2021-01-01,76469,fortniteporn.org,9Ghz.com
Lifebox Database,2022-06-01,74675,lifebox.fr,9Ghz.com
The X Factor Contestants Database,2011-04-01,73736,fox.com,9Ghz.com
Owned.com Database,2021-01-01,72654,owned.com,9Ghz.com
Centro Pokémon Database,2020-11-01,71886,cpokemon.com,9Ghz.com
NVIDIA Database,2022-02-23,71335,nvidia.com,9Ghz.com
Best-Hack Database,2016-12-01,70273,best-hack.net,9Ghz.com
chainnews.com,2023-05-28,69141,chainnews.com,9Ghz.com
asiarecruit.com.my,2025-01-01,68345,asiarecruit.com.my,9Ghz.com
Aspkin's World Database,2016-09-01,68080,aspkin.com,9Ghz.com
zhuanzhi.ai,2021-05-01,66935,zhuanzhi.ai,9Ghz.com
Cheerleading.com Database,2021-01-01,66507,cheerleading.com,9Ghz.com
AerServ,2018-04-01,66308,aerserv.com,9Ghz.com
comicbookresources.com,2019-01-01,65197,comicbookresources.com,9Ghz.com
business-gazeta.ru БИЗНЕС Online,2020-12-01,64524,business-gazeta.ru,9Ghz.com
China Hubei Province 60k User Data,2024-01-01,64345,,9Ghz.com
Stoneworks Database,2022-04-01,63524,stoneworks.gg,9Ghz.com
AtletasNow Database,2021-12-01,62890,atletasnow.com,9Ghz.com
China Doctor,2023-10-21,62474,,9Ghz.com
kitchen-arena.com.my,2024-01-01,61806,kitchen-arena.com.my,9Ghz.com
189.cn,2013-01-01,61463,189.cn,9Ghz.com
South Korean Child Pornography Website,2024-06-01,61195,ya-moon.com,9Ghz.com
mtgox,2011-01-01,61016,mtgox.com,9Ghz.com
zenledger.io,2023-09-27,60416,zenledger.io,9Ghz.com
rodalink.com,2023-01-26,59202,rodalink.com,9Ghz.com
Namma11 Database,2022-02-01,57328,namma11.com,9Ghz.com
djchat.com,2018-11-28,54912,djchat.com,9Ghz.com
roxxenergy.com.br,2023-01-01,54091,roxxenergy.com.br,9Ghz.com
PKMN.NET Database,2019-08-01,53698,pkmn.net,9Ghz.com
Akorn.com,2015-01-01,53512,Akorn.com,9Ghz.com
Public Citizen citizen.org,2022-03-01,53299,citizen.org,9Ghz.com
G.Skill Database,2023-01-01,52000,gskill.com,9Ghz.com
Battle Royale Forums Database,2019-01-01,51774,battleroyaleforums.com,9Ghz.com
BioBigBox Database,2022-02-01,51008,biobigbox.com,9Ghz.com
UKScrappers Database,2021-01-01,50439,ukscrapper.co.uk,9Ghz.com
n-d-f.com Database,2020-09-01,50154,n-d-f.com,9Ghz.com
Galactic Games Database,2021-03-01,50112,galacticgames.co.uk,9Ghz.com
247Hire Database,2022-07-01,50047,247hire.com,9Ghz.com
glzhealth shenzhen hospital,2021-01-01,50000,glzhealth.com,9Ghz.com
Roblox Database,2016-07-01,49320,roblox.com,9Ghz.com
Telefónica,2025-01-01,49233,telefonica.com,9Ghz.com
HopponWorks Aka Hopponapp,2021-04-01,49092,hopponapp.com,9Ghz.com
Quantum Booter,2014-03-18,48592,quantumbooter.net,9Ghz.com
afabula.com.br leak,2016-01-01,48243,afabula.com.br,9Ghz.com
Hemmakväll,2015-07-08,47297,hemmakvall.se,9Ghz.com
Auphan Online Database,2017-08-01,46951,auphanonline.com,9Ghz.com
lecoqsportif.com.co,2025-01-10,46653,lecoqsportif.com.co,9Ghz.com
Rune Village Database,2011-10-01,45844,runevillage.com,9Ghz.com
HoundDawgs,2017-12-30,45701,hounddawgs.org,9Ghz.com
yunshang520.com,2021-01-01,45185,yunshang520.com,9Ghz.com
Swing Maniacs Database,2021-01-01,43352,swingmaniacs.com,9Ghz.com
b2s.co.th,2023-03-23,43080,b2s.co.th,9Ghz.com
Grand Exchange Tracker Database,2017-05-01,42203,ge-tracker.com,9Ghz.com
goldheart,2023-05-20,41980,shop.goldheart.com,9Ghz.com
Ordine Avvocati di Roma,2019-05-07,41960,ordineavvocatiroma.it,9Ghz.com
tootchina.com,2024-06-08,41627,tootchina.com,9Ghz.com
bitshacking.com,2017-01-01,41348,bitshacking.com,9Ghz.com
MemoryBreak Database,2020-11-01,40789,memorybreak.com,9Ghz.com
Dota 2 Hentai Database,2021-01-01,40777,dota2hentai.com,9Ghz.com
eastmoney broker,2022-01-01,40521,18.com.cn,9Ghz.com
EazySubs Database,2011-11-01,40308,eazysubs.com,9Ghz.com
Flashback,2015-02-11,40256,flashback.se,9Ghz.com
Damnhur Egypt,2025-01-01,37427,,9Ghz.com
allopizza.su Russia Pizza Delivery Database,2023-01-01,37133,allopizza.su,9Ghz.com
Hub4Tech,2017-01-01,36916,hub4tech.com,9Ghz.com
BigMoneyJobs,2014-04-03,36789,bigmoneyjobs.com,9Ghz.com
VipHackForums Database,2014-12-01,35629,viphackforums.net,9Ghz.com
vivo.com.br employee database,2025-01-24,35055,vivo.com.br,9Ghz.com
Star Sonata Database,2018-12-01,35007,starsonata.com,9Ghz.com
Doomworld,2022-10-12,34939,doomworld.com,9Ghz.com
womanandhome.com,2017-12-05,34459,womanandhome.com,9Ghz.com
BitTorrent,2016-01-01,34235,bittorrent.com,9Ghz.com
Stadgenoot Database,2021-02-01,33472,stadgenoot.nl,9Ghz.com
scrm account,2025-01-04,33044,,9Ghz.com
Toonbook Database,2015-11-01,32124,toonbook.me,9Ghz.com
FBI+DHS Database,2015-10-01,31547,fbi.gov & dhs.gov,9Ghz.com
Jetbrains,2023-03-29,30964,jetbrains.com,9Ghz.com
Light's Hope,2018-06-25,30484,lightshope.org,9Ghz.com
Vastaamo,2019-03-31,30433,vastaamo.fi,9Ghz.com
SvenskaMagic,2015-07-01,30327,svenskamagic.com,9Ghz.com
HN Hacker-Newbie Community,2012-02-01,29140,hacker-newbie.org,9Ghz.com
hemmelig.com,2011-12-21,28641,hemmelig.com,9Ghz.com
oropocket.com,2025-01-01,28095,oropocket.com,9Ghz.com
China Company 400 phone number,2014-08-01,27365,,9Ghz.com
Comcast,2015-11-08,27262,comcast.net,9Ghz.com
CigReviews Database,2021-06-01,26014,cigreviews.com,9Ghz.com
Pron Database,2011-06-01,25921,pron.com,9Ghz.com
immobilier-epi.com,2023-01-06,24821,immobilier-epi.com,9Ghz.com
Poland Hollywood Hair,2025-01-08,24117,hollywoodhair.pl,9Ghz.com
Shitexpress,2022-08-08,23817,shitexpress.com,9Ghz.com
Redem Database,2022-04-01,23615,getredem.io,9Ghz.com
lamaisonducitron.com,2025-01-05,23307,lamaisonducitron.com,9Ghz.com
thebodyshop.co.th,2023-01-01,22730,thebodyshop.co.th,9Ghz.com
micwaudio.com.cn,2025-01-08,22652,micwaudio.com.cn,9Ghz.com
dubaipulse.gov.ae,2025-01-04,22410,dubaipulse.gov.ae,9Ghz.com
airasia,2022-11-12,22205,airasia.com,9Ghz.com
WoTLabs Database,2024-03-01,21991,forum.wotlabs.net,9Ghz.com
petstop.com,2025-03-01,21699,petstop.com,9Ghz.com
Anabel-Lee,2022-01-01,20571,anabel-lee.com,9Ghz.com
Caorle Database,2022-04-01,20375,caorle.it,9Ghz.com
Frame & Optic Inc,2025-01-16,19918,frameandoptic.com,9Ghz.com
NAMIC Database,2019-10-01,19873,namic.org,9Ghz.com
limevpn,2020-10-08,19853,limevpn.com,9Ghz.com
19K COMBOLIST Hong Kong NEW BY LORD ALI.txt,2023-01-22,19715,,9Ghz.com
Crack Community,2013-09-09,19210,crackcommunity.com,9Ghz.com
1337-crew.to,2017-09-13,18834,crew.to,9Ghz.com
los angeles high school alumni,2025-01-05,18754,losangeleshighschoolalumni.org,9Ghz.com
thegrand.rentals,2023-06-01,18447,thegrand.rentals,9Ghz.com
crackingitaly.com,2017-01-01,18131,crackingitaly.com,9Ghz.com
2fast4u,2017-12-20,17706,2fast4u.be,9Ghz.com
COWON America Forums JetAudio,2008-11-01,17546,jetaudio.com,9Ghz.com
crg.co.th,2021-10-26,17479,crg.co.th,9Ghz.com
LizardStresser.sql,2015-01-16,17123,lizardstresser.su,9Ghz.com
51job Sample,2023-01-01,16956,,9Ghz.com
Verified,2014-01-10,16919,verified.cm,9Ghz.com
Minecraft Pocket Edition Forum,2015-05-24,16034,minecraftpeforum.net,9Ghz.com
8chan Database,2017-04-01,15733,8ch.net,9Ghz.com
TicketIQ Database,2016-03-01,15477,ticketiq.com,9Ghz.com
Noiz Database,2020-01-01,14225,noiz.gg,9Ghz.com
Hexui Database,2016-05-01,13626,hexui.com,9Ghz.com
morgan.ru,2023-02-05,12594,morgan.ru,9Ghz.com
policia.rionegro.gov.ar,2025-01-03,12339,policia.rionegro.gov.ar,9Ghz.com
Venezuela Army Database,2025-01-08,12252,,9Ghz.com
philippines university student database,2023-01-01,12126,,9Ghz.com
WeLeakInfo,2021-03-08,11788,weleakinfo.com,9Ghz.com
GamingUnity Database,2017-05-01,11466,gamingunity.com,9Ghz.com
Demon Forums,2019-02-20,11464,demonforums.net,9Ghz.com
ProxyScrape Database,2022-05-01,11371,proxyscrape.com,9Ghz.com
river.com Bitcoin Investment,2025-02-01,11159,river.com,9Ghz.com
aafiya.ae,2025-01-28,11125,aafiya.ae,9Ghz.com
Elvinelol Database,2016-02-01,10708,elvinelol.com,9Ghz.com
yto.net.cn,2012-03-01,10406,yto.net.cn,9Ghz.com
earnscape.io,2025-01-08,10201,earnscape.io,9Ghz.com
coach.com,2023-01-01,10023,coach.com,9Ghz.com
AXA Colpatria Data Breach,2025-01-08,10000,axacolpatria.co,9Ghz.com
China Union Pay 600m (Sample 10k),2023-04-01,10000,,9Ghz.com
Wechat Phone Binding (Sample 10k),2023-03-29,9607,,9Ghz.com
uoturath.edu.iq,2025-02-03,9131,uoturath.edu.iq,9Ghz.com
Huaxia Chinese School,2025-01-01,8865,hxcs.org,9Ghz.com
V3rmillion Database,2014-08-01,8099,v3rmillion.net,9Ghz.com
acoc.kr,2023-01-01,8015,acoc.kr,9Ghz.com
cromc.ma,2025-01-01,8002,cromc.ma,9Ghz.com
dayzforum.net,2016-02-01,7901,dayzforum.net,9Ghz.com
trendingcustom.com,2025-01-05,7527,trendingcustom.com,9Ghz.com
pacificwise.com.my,2024-01-01,7485,pacificwise.com.my,9Ghz.com
nextstage.ai - US government contracts,2023-01-03,7041,,9Ghz.com
Taiwanese Public Opinion Foundation,2022-03-23,6902,,9Ghz.com
Sony Data Leak,2023-09-26,6800,sony.com,9Ghz.com
Course To Buy Database,2022-07-20,6647,coursetobuy.net,9Ghz.com
Clown Forum Database,2021-05-01,6312,clown-forum.com,9Ghz.com
bigc.co.th,2023-03-01,6076,bigc.co.th,9Ghz.com
ogsm.org.my,2025-01-01,5935,ogsm.org.my,9Ghz.com
Astropid,2013-12-19,5788,astropid.com,9Ghz.com
INTERWEBZ Database,2015-06-01,5206,interwebz.cc,9Ghz.com
FileIce Database,2015-05-01,5013,forums.fileice.net,9Ghz.com
ZonBase Database,2021-08-01,4896,zonbase.com,9Ghz.com
Vape.gg Database,2017-05-01,4883,vape.gg,9Ghz.com
KiwiFarms,2019-09-10,4606,kiwifarms.net,9Ghz.com
virtuoz.io,2023-05-01,4438,virtuoz.io,9Ghz.com
nanominetechnolabs.com,2024-06-14,4404,nanominetechnolabs.com,9Ghz.com
digitalgangster.com,2016-01-01,4299,digitalgangster.com,9Ghz.com
huatai insurance database (华泰保险),2021-01-01,4070,ehuatai.com,9Ghz.com
webixia.pl,2025-01-12,4000,webixia.pl,9Ghz.com
breezelabs.id,2024-01-01,3882,breezelabs.id,9Ghz.com
"Taiwan 20K Students Personal Data From Assota Information Co, Ltd",2024-03-14,3337,,9Ghz.com
DigitalBankingReport Database,2022-01-01,3307,digitalbankingreport.com,9Ghz.com
Bestialitysextaboo,2018-03-19,3204,bestialitysextaboo.com,9Ghz.com
bitrefill.com,2023-05-07,3169,bitrefill.com,9Ghz.com
china-airlines.com,2023-02-15,3019,china-airlines.com,9Ghz.com
Thailand car insurance,2023-05-12,2728,,9Ghz.com
www.codo.ma.gov.br,2024-01-12,2507,www.codo.ma.gov.br,9Ghz.com
YangmingLaw,2023-12-10,2448,yangminglaw.com,9Ghz.com
planforprofit.co.uk,2025-01-11,2347,planforprofit.co.uk,9Ghz.com
Tesco,2014-02-12,2239,tesco.com,9Ghz.com
California Real Estate Data,2025-12-05,2055,openoffers.info,9Ghz.com
annextrades.com,2023-01-01,1875,annextrades.com,9Ghz.com
Indonesia Headhunter DB,2023-03-04,1789,,9Ghz.com
China Tutoring School Database,2023-01-01,1723,,9Ghz.com
ville-pontdeclaix.fr,2025-01-26,1607,ville-pontdeclaix.fr,9Ghz.com
AlexHost,2022-05-01,1515,alexhost.com,9Ghz.com
devkitPro,2019-02-03,1508,devkitpro.org,9Ghz.com
afsch.edu.sa,2025-01-01,1345,afsch.edu.sa,9Ghz.com
Ice Cream Forum Database,2021-05-01,1050,icecreamforums.com,9Ghz.com
e-shirudo.com,2024-01-01,1017,e-shirudo.com,9Ghz.com
agestanet.it Client Database,2024-12-27,883,agestanet.it,9Ghz.com
shoes4me.com,2023-01-01,672,shoes4me.com,9Ghz.com
24invest.online,2019-08-01,472,24invest.online,9Ghz.com
unizwa.edu.om,2025-01-01,452,unizwa.edu.om,9Ghz.com
Tencent Internal contacts,2006-01-01,411,tencent.com,9Ghz.com
moda.digital.gov.krd,2025-02-01,268,moda.digital.gov.krd,9Ghz.com
ntcm.com.ph,2025-01-19,221,ntcm.com.ph,9Ghz.com
mcloud.gov.mn,2024-09-29,219,mcloud.gov.mn,9Ghz.com
China Drone Project,2023-09-17,149,,9Ghz.com
212-booter.net,2013-07-31,140,212-booter.net,9Ghz.com
cara.com.my,2023-06-13,138,cara.com.my,9Ghz.com
2papashi.ru,2014-07-13,129,2papashi.ru,9Ghz.com
adilmedya.com,2018-08-19,51,adilmedya.com,9Ghz.com
Vincefiles Database,2022-07-01,28,vincefiles.cc,9Ghz.com
8bitdad.com,2013-04-24,21,8bitdad.com,9Ghz.com
7-films.ru,2013-01-14,21,7-films.ru,9Ghz.com
1000km.by,2018-06-06,6,1000km.by,9Ghz.com
